Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Duplicate),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Change completion date),Custom field (Change reason),Custom field (Change risk),Custom field (Change start date),Custom field (Change type),Custom field (Development),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Investigation reason),Custom field (Issue color),Custom field (Operational categorization),Custom field (Organizations),Custom field (Pending reason),Custom field (Product categorization),Custom field (Production Outage Severity),Custom field (Rank),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Request participants),Custom field (Request participants),Custom field (Request participants),Custom field (Root cause),Satisfaction rating,Custom field (Severity),Custom field (Source),Custom field (Start date),Custom field (Story point estimate),Custom field (Urgency),Custom field (Workaround),Custom field ([CHART] Date of First Response),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
collegeaffordabilityguide.org - Maps won’t load,HE-234,10734,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,dacosta,syncbot,syncbot,15/Aug/18 10:56 AM,28/Aug/18 8:18 AM,19/Mar/19 1:06 PM,15/Aug/18 12:56 PM,,0,Affiliate,CollegeAffordabilityGuide.org,Frontend,Incident,,,,,,,,,,,,"*PC:* Chrome/ Edge - Maps won’t load
*Link:*+https://www.collegeaffordabilityguide.org/subjects/film-video-photo/+
*Picture:* https://docs.google.com/document/d/1qIGQKNY0a5sjdNgooGB-meXlE5AAk4TT8gw6K5a6OCM/edit",,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i003xr:,,English,,,,,,,,,,,,,2018-08-15 15:56:42.95,15/Aug/18 10:56 AM;dacosta;This issue requires your attention. [~mcomardo],15/Aug/18 11:26 AM;dacosta;This issue requires your attention. [~dacosta],15/Aug/18 12:56 PM;dacosta;The affiliate has solved this issue. Thank you for reporting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collegeaffordabilityguide.org - Different Forms,HE-233,10731,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,dacosta,syncbot,syncbot,15/Aug/18 8:21 AM,15/Aug/18 9:58 AM,19/Mar/19 1:06 PM,15/Aug/18 9:58 AM,,0,CollegeAffordabilityGuide.org,Incident,Monetization,Widgets,,,,,,,,,,,,"*PC: Chrome* Widget leads to different form
+https://www.collegeaffordabilityguide.org+
+https://www.collegeaffordabilityguide.org/schools/alabama/online-colleges-in-alabama/+
*Picture* https://docs.google.com/document/d/1iFRSDyxYD45crvwUwXpCVfGZhIDMaibH_Q3p1uJF2w8/edit",,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i003xb:,,English,,,,,,,,,,,,,2018-08-15 13:21:36.44,15/Aug/18 8:21 AM;dacosta;This issue requires your attention. [~mcomardo],"15/Aug/18 9:58 AM;dacosta;Thank you for reporting. This unfortunately is the competition. Unless there is an agreement in place, the affiliate may have other widgets.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collegeaffordabilityguide.org - Link error,HE-232,10732,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,dacosta,syncbot,syncbot,15/Aug/18 8:21 AM,15/Aug/18 9:10 AM,19/Mar/19 1:06 PM,15/Aug/18 9:09 AM,,0,Affiliate,CollegeAffordabilityGuide.org,Content,links,ServiceRequest,,,,,,,,,,,"*Mobile: SamsungS5* Mail link doesn't work
https://www.collegeaffordabilityguide.org/
*Picture :* +https://docs.google.com/document/d/1hcMFkQF0Lk-ApaNDgvAjLRUK0C-5iewJ4l69i497PV8/edit+",,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i003x3:,,English,,,,,,,,,,,,,2018-08-15 13:21:35.825,15/Aug/18 8:21 AM;dacosta;This issue requires your attention. [~mcomardo],15/Aug/18 9:09 AM;dacosta;The affiliate has corrected this issue. Now the mail link opens the users mail account and shares the site. Thank you for reporting!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greatvaluecolleges.net - No Directory Links,HE-231,10730,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,dacosta,syncbot,syncbot,14/Aug/18 1:26 PM,07/Nov/18 4:55 PM,19/Mar/19 1:06 PM,14/Aug/18 3:29 PM,,0,Affiliate,DirectoryLinks,GreatValueColleges.net,Monetization,ServiceRequest,,,,,,,,,,,"*PC: Chrome/Edge | Mobile: Oneplus|SamsungS5 - Chrome| IOS7 - Safari/Chrome| IOS6 - Chrome* No Directory Links
+https://www.greatvaluecolleges.net/+
*PC: Chrome*
https://www.greatvaluecolleges.net/affordable/computer-science-engineering/",,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i003wv:,,English,,,,,,,,,,,,,2018-08-14 18:26:31.206,14/Aug/18 1:26 PM;dacosta;This issue requires your attention. [~mcomardo],"14/Aug/18 3:29 PM;dacosta;Monetization placement depends on the affiliate, the recommendation will be forwarded.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greatvaluecolleges.net - Content Overlapping,HE-230,10729,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,dacosta,syncbot,syncbot,14/Aug/18 1:26 PM,09/Oct/18 1:52 AM,19/Mar/19 1:06 PM,14/Aug/18 3:22 PM,,0,Affiliate,Content,Frontend,GreatValueColleges.net,ServiceRequest,,,,,,,,,,,"*Mobile: Oneplus - Chrome| IOS7 - Safari/Chrome* Content overlap when scrolling until the bottom of the page
+https://www.greatvaluecolleges.net/+
+https://www.greatvaluecolleges.net/affordable/+
*Picture* https://docs.google.com/document/d/1efJFSMF70-xXTzZjsiyUQQFaqQ4qbFWzhh09jFmvt3c/edit",,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i003wn:,,English,,,,,,,,,,,,,2018-08-14 18:26:32.046,14/Aug/18 1:26 PM;dacosta;This issue requires your attention. [~mcomardo],14/Aug/18 1:56 PM;dacosta;This issue requires your attention. [~dacosta],14/Aug/18 3:20 PM;dacosta;Issue will be forwarded to the Affiliate for changes. Thank you for reporting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greatvaluecolleges.net - Directory link and widget issue using mobile,HE-229,10728,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,dacosta,syncbot,syncbot,14/Aug/18 1:26 PM,14/Aug/18 3:13 PM,19/Mar/19 1:06 PM,14/Aug/18 3:12 PM,,0,Affiliate,DirectoryLinks,GreatValueColleges.net,Incident,Mobile,Monetization,Widgets,,,,,,,,,"*Android(Chrome)/OnePlus -* Page is missing directory link when using mobile
*Android(Chrome)/OnePlus  -* Has an extra widget with misalignments in mobile
http://greatvaluecolleges.net/affordable/rn-to-bsn-online-degree-programs
*Picture* : https://docs.google.com/document/d/1s63HLGCbiH_Vv2wuXOBZow4fk3SaPLLnZSRB4LgPOSA/edit

┆{color:#707070}Attachments: [GreatValueColleges_widget.gif|https://app.asana.com/app/asana/-/get_asset?asset_id=779110659940478]{color}
",,dacosta,syncbot,,,,,,,,,,,,14/Aug/18 2:12 PM;dacosta;EL-Desktop.png;https://highereducation.atlassian.net/secure/attachment/10107/EL-Desktop.png,14/Aug/18 2:10 PM;dacosta;EL-Mobile.png;https://highereducation.atlassian.net/secure/attachment/10106/EL-Mobile.png,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i003wf:,,English,,,,,,,,,,,,,2018-08-14 18:26:30.985,14/Aug/18 1:26 PM;dacosta;This issue requires your attention. [~mcomardo],"14/Aug/18 2:07 PM;dacosta;Ok so, the Editorial links are appearing in both Desktop and Mobile versions. I'm attaching the image.","14/Aug/18 2:52 PM;dacosta;From the picture added, I infer that you are reporting the missing numbers in the mobile version widget. This is a styling choice to improve the visualization. Thank you for reporting!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greatvaluecolleges.net - Check Icon in form missing,HE-228,10727,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,dacosta,syncbot,syncbot,14/Aug/18 1:16 PM,27/Sep/18 5:11 PM,19/Mar/19 1:06 PM,14/Aug/18 1:58 PM,,0,Affiliate,FormApp,forms,Frontend,GreatValueColleges.net,Incident,style,,,,,,,,,"*PC: Chrome|Edge & Mobile: SamsungS5* Form ""test successful"" message missing check icon
http://greatvaluescolleges.net

┆{color:#707070}Attachments: [image.png|https://app.asana.com/app/asana/-/get_asset?asset_id=779110659940476]{color}
",,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i003w7:,,English,,,,,,,,,,,,,2018-08-14 18:16:43.437,14/Aug/18 1:16 PM;dacosta;This issue requires your attention. [~mcomardo],14/Aug/18 1:48 PM;dacosta;Attaching image of the issue. Changes must be made by the affiliate's frontend team. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academicearth.org - Missing directory links,HE-227,10723,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,dacosta,syncbot,syncbot,14/Aug/18 10:31 AM,14/Aug/18 10:55 AM,19/Mar/19 1:06 PM,14/Aug/18 10:55 AM,,0,AcademicEarth.org,DirectoryLinks,Mobile,Monetization,ServiceRequest,,,,,,,,,,,"*Mobile: IOS6 Safari /SamsungS5* Missing directory using this mobile format
+http://academicearth.org/online-college-courses/+",,dacosta,syncbot,,,,,,,,,,,,14/Aug/18 10:43 AM;dacosta;screenshot-1.png;https://highereducation.atlassian.net/secure/attachment/10104/screenshot-1.png,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i003uv:,,English,,,,,,,,,,,,,2018-08-14 15:31:34.532,14/Aug/18 10:31 AM;dacosta;This issue requires your attention. [~mcomardo],"14/Aug/18 10:43 AM;dacosta;Editorial Links are available for both Mobile and Desktop versions. Attaching Image, thank you for reporting!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academicearth.org - widget in multilead not working,HE-226,10722,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,dacosta,syncbot,syncbot,14/Aug/18 10:31 AM,14/Aug/18 11:48 AM,19/Mar/19 1:06 PM,14/Aug/18 11:48 AM,,0,AcademicEarth.org,Incident,Monetization,multilead,Widgets,,,,,,,,,,,"buttons come alive in order after filling out box 1, 2, then 3

*PC* widget dropdown button 2 and 3 is disabled
http://academicearth.org/
*Picture* : https://docs.google.com/document/d/1VVEKMZdmNCotuNsDNrDGBYWl5PDBW9FD6Um4moszQVg/edit",,dacosta,syncbot,,,,,,,,,,,,14/Aug/18 11:48 AM;dacosta;AcademicEarth_Dropdowns.gif;https://highereducation.atlassian.net/secure/attachment/10105/AcademicEarth_Dropdowns.gif,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i003v3:,,English,,,,,,,,,,,,,2018-08-14 15:31:34.431,14/Aug/18 10:31 AM;dacosta;This issue requires your attention. [~mcomardo],"14/Aug/18 11:47 AM;dacosta;Thank you for reporting. This has been solved, I'm attaching an image. However, the site's monetization has been modified to prefer exclusive linkouts that redirect to the School sites.",14/Aug/18 11:48 AM;dacosta;!AcademicEarth_Dropdowns.gif!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academicearth.org - Typographical Error,HE-225,10721,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,dacosta,syncbot,syncbot,14/Aug/18 10:31 AM,14/Aug/18 11:24 AM,19/Mar/19 1:06 PM,14/Aug/18 11:24 AM,,0,AcademicEarth.org,Content,Incident,,,,,,,,,,,,,"*PC: Chrome* Typographical Error : Wrongs spelling “Sucessful” instead of “Successful”
+http://academicearth.org/+
+http://academicearth.org/management/+
*Picture* https://docs.google.com/document/d/1VGHCFhjlIQfvWU0bXPa_kbSI67I_Ymn0cWYWuO7RXPw/edit",,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i003vb:,,English,,,,,,,,,,,,,2018-08-14 15:31:34.402,14/Aug/18 10:31 AM;dacosta;This issue requires your attention. [~mcomardo],"14/Aug/18 11:22 AM;dacosta;Thank you for reporting, this typo has been corrected.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topmanagementdegrees.com - No Directory Links,HE-224,10718,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,dacosta,syncbot,syncbot,14/Aug/18 8:21 AM,30/Oct/18 6:10 PM,19/Mar/19 1:06 PM,14/Aug/18 9:07 AM,,0,Affiliate,DirectoryLinks,Monetization,ServiceRequest,TopManagementdegrees.com,,,,,,,,,,,"*PC Chrome/Edge & Mobile: IOS6 / IOS7 - Safari / Chrome &  SamsungS5 Chrome* No Directory Links
https://www.topmanagementdegrees.com/
+https://www.topmanagementdegrees.com/rankings/cheapest-online-mba/+",,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i003u7:,,English,,,,,,,,,,,,,2018-08-14 13:21:35.542,14/Aug/18 8:21 AM;dacosta;This issue requires your attention. [~mcomardo],"14/Aug/18 9:06 AM;dacosta;The request will be made, but monetization placement depends on the affiliate.
Thank you for reporting.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
online-phd-programs.org - Directory link misplaced,HE-223,10717,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,dacosta,syncbot,syncbot,14/Aug/18 8:21 AM,14/Aug/18 9:01 AM,19/Mar/19 1:06 PM,14/Aug/18 9:01 AM,,0,Affiliate,DirectoryLinks,Monetization,Online-Phd-Programs.org,ServiceRequest,,,,,,,,,,,"*PC: Chrome* Directory link placed at the bottom of the page
https://www.online-phd-programs.org/",,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i003tz:,,English,,,,,,,,,,,,,2018-08-14 13:21:35.336,14/Aug/18 8:21 AM;dacosta;This issue requires your attention. [~mcomardo],14/Aug/18 9:00 AM;dacosta;I will forward the request to place the directory links on the top half of the site. Thank you for reporting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gradschoolhub.com - Search button issue,HE-222,10716,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Duplicate,dacosta,syncbot,syncbot,14/Aug/18 8:16 AM,14/Aug/18 8:46 AM,19/Mar/19 1:06 PM,14/Aug/18 8:46 AM,,0,Affiliate,Frontend,GradSchoolHub.com,Mobile,ServiceRequest,,,,,,,,,,,"*SamsungS5* Search button away from search text box
https://www.gradschoolhub.com/
*Picture :* +https://docs.google.com/document/d/1LOmOSvyyyWzuN8KhnaGiwnO613Fkbc2JExaIpIRgMTU/edit+",,dacosta,syncbot,,,,,,,,,,,HE-220,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i003tr:,,English,,,,,,,,,,,,,2018-08-14 13:16:42.236,14/Aug/18 8:16 AM;dacosta;This issue requires your attention. [~mcomardo],"14/Aug/18 8:45 AM;dacosta;This was purposely done by the affiliate. I'm marking this task as a duplicate of https://app.asana.com/0/490940853584621/765930327294218

Thank you for reporting.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nursejournal.org - No Directory Links,HE-221,10715,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,dacosta,syncbot,syncbot,14/Aug/18 8:16 AM,14/Aug/18 8:41 AM,19/Mar/19 1:06 PM,14/Aug/18 8:40 AM,,0,DirectoryLinks,Mobile,Monetization,NurseJournal.org,ServiceRequest,,,,,,,,,,,"*Mobile IOS6 Safari* No Directory Links
https://nursejournal.org/",,dacosta,syncbot,,,,,,,,,,,,14/Aug/18 8:39 AM;dacosta;NJ-MobileEL.png;https://highereducation.atlassian.net/secure/attachment/10103/NJ-MobileEL.png,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i003tj:,,English,,,,,,,,,,,,,2018-08-14 13:16:42.012,14/Aug/18 8:16 AM;dacosta;This issue requires your attention. [~mcomardo],14/Aug/18 8:39 AM;dacosta;Directory Links have been placed for both mobile and desktop versions. Thank you for reporting! Attaching image.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gradschoolhub.com - Unfunctional Search Button,HE-220,10713,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,dacosta,syncbot,syncbot,13/Aug/18 3:36 PM,28/Aug/18 8:17 AM,19/Mar/19 1:06 PM,13/Aug/18 5:15 PM,,0,Affiliate,Frontend,GradSchoolHub.com,Incident,Mobile,,,,,,,,,,,"*Mobile : Oneplus - Chrome* Search button doesnt have any function when clicked
+https://www.gradschoolhub.com/+
*Picture*
https://docs.google.com/document/d/1re0hOsH8oUw0tdR3q6SpoCYUKr1xPXjH7uWDvTlDDFU/edit",,dacosta,syncbot,,,,,,,,,,,,13/Aug/18 5:21 PM;dacosta;GradSchoolHub_MobileSearch.gif;https://highereducation.atlassian.net/secure/attachment/10102/GradSchoolHub_MobileSearch.gif,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i003t3:,,English,,,,,,,,,,,,,2018-08-13 20:36:33.742,13/Aug/18 3:36 PM;dacosta;This issue requires your attention. [~mcomardo],"13/Aug/18 5:14 PM;dacosta;This has been solved, the search button activates the search field on the bottom. Attaching image. Thank you for reporting!",13/Aug/18 5:21 PM;dacosta;!GradSchoolHub_MobileSearch.gif!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gradschoolhub.com - Missing image, Duplicated label, Tab name issues",HE-219,10712,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,dacosta,syncbot,syncbot,13/Aug/18 3:36 PM,25/Sep/18 3:31 PM,19/Mar/19 1:06 PM,13/Aug/18 3:57 PM,,0,Affiliate,Frontend,GradSchoolHub.com,Incident,,,,,,,,,,,,"*PC: Chrome|Edge & Mobile: Oneplus - Chrome* Missing image, Duplicated label, Tab name issues
https://www.gradschoolhub.com/
*Picture :* +https://docs.google.com/document/d/1LSkOkX3tTYHE-rjIAMNhXgSIcgVmkRNEcnDwSUHAoAc/edit+",,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i003sv:,,English,,,,,,,,,,,,,2018-08-13 20:36:29.588,13/Aug/18 3:36 PM;dacosta;This issue requires your attention. [~mcomardo],13/Aug/18 3:56 PM;dacosta;Thank you for reporting. These changes must be done by the affiliate's Frontend team. I will forward the report to the affiliate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gradschoolhub.com - Tab name issue,HE-218,10711,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Duplicate,dacosta,syncbot,syncbot,13/Aug/18 3:36 PM,13/Aug/18 3:48 PM,19/Mar/19 1:06 PM,13/Aug/18 3:48 PM,,0,Affiliate,Frontend,GradSchoolHub.com,ServiceRequest,,,,,,,,,,,,"*PC: Chrome* Multilead tab is named ""Undefined""
https://www.gradschoolhub.com/
*Picture :* +https://docs.google.com/document/d/1LSkOkX3tTYHE-rjIAMNhXgSIcgVmkRNEcnDwSUHAoAc/edit+",,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i003sn:,,English,,,,,,,,,,,,,2018-08-13 20:36:29.466,13/Aug/18 3:36 PM;dacosta;This issue requires your attention. [~mcomardo],"13/Aug/18 3:48 PM;dacosta;Thank you for reporting, marking as duplicate of: https://app.asana.com/0/490940853584621/736762586358297 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gradschoolhub.com - Label Duplicated,HE-217,10710,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Duplicate,dacosta,syncbot,syncbot,13/Aug/18 3:36 PM,13/Aug/18 3:47 PM,19/Mar/19 1:06 PM,13/Aug/18 3:47 PM,,0,Affiliate,Frontend,GradSchoolHub.com,Incident,,,,,,,,,,,,"*PC: Chrome* Label duplicated
https://www.gradschoolhub.com/
*Picture :* +https://docs.google.com/document/d/1LSkOkX3tTYHE-rjIAMNhXgSIcgVmkRNEcnDwSUHAoAc/edit+",,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i003sf:,,English,,,,,,,,,,,,,2018-08-13 20:36:29.465,13/Aug/18 3:36 PM;dacosta;This issue requires your attention. [~mcomardo],"13/Aug/18 3:47 PM;dacosta;Thank you for reporting, marking as duplicate of: https://app.asana.com/0/490940853584621/736762586358297 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bestcounselingdegrees.net - Various Link Error,HE-216,10709,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,dacosta,syncbot,syncbot,13/Aug/18 2:46 PM,13/Aug/18 3:58 PM,19/Mar/19 1:06 PM,13/Aug/18 3:21 PM,,0,404,Affiliate,BestCounselingDegrees.net,Frontend,Incident,links,URL,,,,,,,,,"*PC: Chrome / Edge& Mobile:Chrome* Various Link Error
https://www.bestcounselingdegrees.net/
Picture:
+https://docs.google.com/document/d/15mWTHvcyoYAo3YT6hC5UBBnOw6NdtwD_-7zcYNMrpZQ/edit+",,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i003s7:,,English,,,,,,,,,,,,,2018-08-13 19:46:43.814,13/Aug/18 2:46 PM;dacosta;This issue requires your attention. [~mcomardo],"13/Aug/18 3:20 PM;dacosta;Thank you for reporting, this task will be forwarded to the affiliate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bestcounselingdegrees.net - Irrelevant Symbols in Forms,HE-215,10708,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,dacosta,syncbot,syncbot,13/Aug/18 2:46 PM,13/Aug/18 3:59 PM,19/Mar/19 1:06 PM,13/Aug/18 3:03 PM,,0,Affiliate,Backend,BestCounselingDegrees.net,FormApp,forms,Incident,,,,,,,,,,"*PC: Chrome* Irrelevant Symbols in Forms
https://www.bestcounselingdegrees.net/
Picture:
+https://docs.google.com/document/d/18nHguheKndm5qyV6rfnjR0zY7QRk45h_l61X_pV1yEI/edit+",,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i003rz:,,English,,,,,,,,,,,,,2018-08-13 19:46:43.295,13/Aug/18 2:46 PM;dacosta;This issue requires your attention. [~mcomardo],13/Aug/18 3:02 PM;dacosta;Hello and  thank you for reporting. These symbols are in the text to insert footnotes required by the schools. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
